all.q:compute-1-0.local:users:ssim:Structure_job:36753:sge:0:1401935863:1401939436:1401942883:0:0:3447:3375.249884:0.810876:97404.000000:0:0:0:0:27769:0:0:0.000000:16584:0:0:0:822:342333:NONE:defaultdepartment:NONE:1:0:3376.060760:316.466444:0.007522:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36732:sge:0:1401935862:1401939346:1401942887:0:0:3541:3429.001712:0.844871:97400.000000:0:0:0:0:27812:0:0:0.000000:16608:0:0:0:855:347109:NONE:defaultdepartment:NONE:1:0:3429.846583:321.574061:0.007533:-q all.q:0.000000:NONE:214777856.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36746:sge:0:1401935863:1401939421:1401942893:0:0:3472:3419.499157:0.868867:97404.000000:0:0:0:0:27803:0:0:0.000000:16592:0:0:0:812:348502:NONE:defaultdepartment:NONE:1:0:3420.368024:320.598975:0.007528:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36741:sge:0:1401935862:1401939376:1401942898:0:0:3522:3450.433454:0.877866:97404.000000:0:0:0:0:27734:0:0:0.000000:16608:0:0:0:823:349664:NONE:defaultdepartment:NONE:1:0:3451.311320:323.569073:0.007530:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36755:sge:0:1401935863:1401939451:1401942901:0:0:3450:3420.995929:0.877866:97400.000000:0:0:0:0:27755:0:0:0.000000:16584:0:0:0:722:348962:NONE:defaultdepartment:NONE:1:0:3421.873795:320.778544:0.007530:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36751:sge:0:1401935863:1401939436:1401942903:0:0:3467:3359.507277:0.843871:97404.000000:0:0:0:0:27760:0:0:0.000000:16592:0:0:0:809:340283:NONE:defaultdepartment:NONE:1:0:3360.351148:315.050480:0.007530:-q all.q:0.000000:NONE:214777856.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36737:sge:0:1401935862:1401939376:1401942908:0:0:3532:3440.964893:0.829873:97404.000000:0:0:0:0:27816:0:0:0.000000:16608:0:0:0:842:349038:NONE:defaultdepartment:NONE:1:0:3441.794766:322.638754:0.007531:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36758:sge:0:1401935863:1401939481:1401942912:0:0:3431:3378.333415:0.860869:97404.000000:0:0:0:0:27752:0:0:0.000000:16584:0:0:0:777:343569:NONE:defaultdepartment:NONE:1:0:3379.194284:316.749233:0.007531:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36742:sge:0:1401935862:1401939376:1401942920:0:0:3544:3456.269567:0.865868:97400.000000:0:0:0:0:27766:0:0:0.000000:16608:0:0:0:822:350094:NONE:defaultdepartment:NONE:1:0:3457.135435:324.101556:0.007527:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36735:sge:0:1401935862:1401939361:1401942925:0:0:3564:3454.546829:0.906862:97404.000000:0:0:0:0:27758:0:0:0.000000:16616:0:0:0:797:350729:NONE:defaultdepartment:NONE:1:0:3455.453691:323.921519:0.007529:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36756:sge:0:1401935863:1401939451:1401942929:0:0:3478:3379.672211:0.984850:97400.000000:0:0:0:0:27774:0:0:0.000000:16592:0:0:0:809:342922:NONE:defaultdepartment:NONE:1:0:3380.657061:316.880393:0.007531:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36736:sge:0:1401935862:1401939361:1401942935:0:0:3574:3467.684831:0.894863:97400.000000:0:0:0:0:27809:0:0:0.000000:16616:0:0:0:837:352393:NONE:defaultdepartment:NONE:1:0:3468.579694:325.206117:0.008232:-q all.q:0.000000:NONE:214777856.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36734:sge:0:1401935862:1401939361:1401942937:0:0:3576:3486.654947:0.859869:97404.000000:0:0:0:0:27775:0:0:0.000000:16616:0:0:0:837:352771:NONE:defaultdepartment:NONE:1:0:3487.514816:326.915616:0.007528:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36738:sge:0:1401935862:1401939376:1401942951:0:0:3575:3495.071668:0.962853:97404.000000:0:0:0:0:27807:0:0:0.000000:16616:0:0:0:846:354856:NONE:defaultdepartment:NONE:1:0:3496.034521:327.732332:0.008697:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36750:sge:0:1401935863:1401939436:1401942960:0:0:3524:3427.615923:0.838872:97404.000000:0:0:0:0:27824:0:0:0.000000:16608:0:0:0:820:349924:NONE:defaultdepartment:NONE:1:0:3428.454795:321.413183:0.007529:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36739:sge:0:1401935862:1401939376:1401942978:0:0:3602:3476.175540:0.905862:97404.000000:0:0:0:0:27816:0:0:0.000000:16632:0:0:0:827:353962:NONE:defaultdepartment:NONE:1:0:3477.081402:325.971663:0.007529:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36761:sge:0:1401935863:1401939511:1401942978:0:0:3467:3428.227830:1.343795:97404.000000:0:0:0:0:27751:0:0:0.000000:16600:0:0:0:787:349743:NONE:defaultdepartment:NONE:1:0:3429.571625:321.533383:0.007533:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36752:sge:0:1401935863:1401939436:1401943003:0:0:3567:3472.258136:0.897863:97404.000000:0:0:0:0:27761:0:0:0.000000:16616:0:0:0:785:352424:NONE:defaultdepartment:NONE:1:0:3473.155999:325.577979:0.007523:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36759:sge:0:1401935863:1401939481:1401943007:0:0:3526:3428.507787:0.886865:97404.000000:0:0:0:0:27740:0:0:0.000000:16608:0:0:0:810:347761:NONE:defaultdepartment:NONE:1:0:3429.394652:321.462854:0.007531:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36760:sge:0:1401935863:1401939496:1401943008:0:0:3512:3472.119157:1.040841:97404.000000:0:0:0:0:27802:0:0:0.000000:16600:0:0:0:780:356625:NONE:defaultdepartment:NONE:1:0:3473.159998:325.607684:0.007532:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36754:sge:0:1401935863:1401939451:1401943017:0:0:3566:3454.883777:0.869867:97404.000000:0:0:0:0:27752:0:0:0.000000:16616:0:0:0:833:350669:NONE:defaultdepartment:NONE:1:0:3455.753644:323.958467:0.007531:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36757:sge:0:1401935863:1401939466:1401943084:0:0:3618:3468.045776:0.896863:97404.000000:0:0:0:0:27752:0:0:0.000000:16632:0:0:0:695:351824:NONE:defaultdepartment:NONE:1:0:3468.942639:325.229946:0.007530:-q all.q:0.000000:NONE:215826432.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36873:sge:0:1401935867:1401942886:1401945924:0:0:3038:2995.452621:0.804877:97404.000000:0:0:0:0:27776:0:0:0.000000:16472:0:0:0:752:303173:NONE:defaultdepartment:NONE:1:0:2996.257498:280.921567:0.007696:-q all.q:0.000000:NONE:215826432.000000:0:0
all.q:compute-2-0.local:users:ssim:Structure_job:36860:sge:0:1401935867:1401942601:1401945943:0:0:3342:3331.881477:0.942856:97404.000000:0:0:0:0:27762:0:0:0.000000:16560:0:0:0:686:347160:NONE:defaultdepartment:NONE:1:0:3332.824333:312.397265:0.007035:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-2-0.local:users:ssim:Structure_job:36861:sge:0:1401935867:1401942601:1401945943:0:0:3342:3333.595216:0.895863:97404.000000:0:0:0:0:27793:0:0:0.000000:16560:0:0:0:714:342243:NONE:defaultdepartment:NONE:1:0:3334.491079:312.624771:0.007036:-q all.q:0.000000:NONE:214777856.000000:0:0
all.q:compute-2-0.local:users:ssim:Structure_job:36859:sge:0:1401935866:1401942571:1401945947:0:0:3376:3367.063128:0.868867:97400.000000:0:0:0:0:27749:0:0:0.000000:16568:0:0:0:724:348545:NONE:defaultdepartment:NONE:1:0:3367.931995:315.725676:0.007035:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-2-0.local:users:ssim:Structure_job:36862:sge:0:1401935867:1401942616:1401945956:0:0:3340:3330.659662:0.876866:97404.000000:0:0:0:0:27781:0:0:0.000000:16560:0:0:0:702:335359:NONE:defaultdepartment:NONE:1:0:3331.536528:312.346232:0.007037:-q all.q:0.000000:NONE:214777856.000000:0:0
all.q:compute-2-0.local:users:ssim:Structure_job:36858:sge:0:1401935866:1401942571:1401945970:0:0:3399:3390.932499:0.876866:97404.000000:0:0:0:0:27764:0:0:0.000000:16576:0:0:0:757:350225:NONE:defaultdepartment:NONE:1:0:3391.809365:317.926936:0.007035:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-2-0.local:users:ssim:Structure_job:36863:sge:0:1401935867:1401942646:1401945987:0:0:3341:3329.291870:0.926859:97404.000000:0:0:0:0:27752:0:0:0.000000:16560:0:0:0:738:359847:NONE:defaultdepartment:NONE:1:0:3330.218729:312.204041:0.007037:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36865:sge:0:1401935867:1401942751:1401946082:0:0:3331:3306.226377:0.815875:97404.000000:0:0:0:0:27753:0:0:0.000000:16552:0:0:0:793:338515:NONE:defaultdepartment:NONE:1:0:3307.042252:309.988568:0.007531:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36868:sge:0:1401935867:1401942781:1401946194:0:0:3413:3382.900720:0.893864:97400.000000:0:0:0:0:27772:0:0:0.000000:16576:0:0:0:716:344092:NONE:defaultdepartment:NONE:1:0:3383.794584:317.211637:0.007531:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36870:sge:0:1401935867:1401942796:1401946195:0:0:3399:3386.543167:0.912861:97404.000000:0:0:0:0:27767:0:0:0.000000:16576:0:0:0:800:345273:NONE:defaultdepartment:NONE:1:0:3387.456028:317.533783:0.007531:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36864:sge:0:1401935867:1401942751:1401946224:0:0:3473:3440.634943:0.829873:97400.000000:0:0:0:0:27744:0:0:0.000000:16592:0:0:0:803:349674:NONE:defaultdepartment:NONE:1:0:3441.464816:322.615013:0.007531:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36871:sge:0:1401935867:1401942841:1401946288:0:0:3447:3416.435622:0.885865:97400.000000:0:0:0:0:27816:0:0:0.000000:16584:0:0:0:795:347893:NONE:defaultdepartment:NONE:1:0:3417.321487:320.307903:0.007528:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36872:sge:0:1401935867:1401942856:1401946300:0:0:3444:3425.309273:0.845871:97400.000000:0:0:0:0:27766:0:0:0.000000:16584:0:0:0:785:351999:NONE:defaultdepartment:NONE:1:0:3426.155144:321.174821:0.007532:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36867:sge:0:1401935867:1401942781:1401946304:0:0:3523:3484.548268:0.905862:97404.000000:0:0:0:0:27762:0:0:0.000000:16608:0:0:0:775:356773:NONE:defaultdepartment:NONE:1:0:3485.454130:326.732397:0.007532:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36866:sge:0:1401935867:1401942766:1401946327:0:0:3561:3434.143930:0.885865:97400.000000:0:0:0:0:27822:0:0:0.000000:16616:0:0:0:772:348536:NONE:defaultdepartment:NONE:1:0:3435.029795:322.005711:0.007532:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36869:sge:0:1401935867:1401942796:1401946341:0:0:3545:3421.381870:0.810876:97400.000000:0:0:0:0:27754:0:0:0.000000:16608:0:0:0:825:346803:NONE:defaultdepartment:NONE:1:0:3422.192746:320.789528:0.007531:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36875:sge:0:1401935867:1401942901:1401946358:0:0:3457:3435.140779:0.824874:97404.000000:0:0:0:0:27779:0:0:0.000000:16584:0:0:0:789:351528:NONE:defaultdepartment:NONE:1:0:3435.965653:322.066954:0.007530:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-1-0.local:users:ssim:Structure_job:36874:sge:0:1401935867:1401942886:1401946422:0:0:3536:3416.379631:0.812876:97400.000000:0:0:0:0:27802:0:0:0.000000:16608:0:0:0:713:346182:NONE:defaultdepartment:NONE:1:0:3417.192507:320.368075:0.007532:-q all.q:0.000000:NONE:214777856.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36776:sge:0:1401935864:1401941731:1401947511:0:0:5780:5771.370618:1.452779:97392.000000:0:0:0:0:27227:0:0:0.000000:17208:0:0:0:1041:583610:NONE:defaultdepartment:NONE:1:0:5772.823397:541.195421:0.007861:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36782:sge:0:1401935864:1401941746:1401947531:0:0:5785:5776.296869:1.500771:97396.000000:0:0:0:0:27199:0:0:0.000000:17208:0:0:0:1010:581988:NONE:defaultdepartment:NONE:1:0:5777.797640:541.719878:0.008568:-q all.q:0.000000:NONE:449429504.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36779:sge:0:1401935864:1401941731:1401947537:0:0:5806:5797.443654:2.437629:97396.000000:0:0:0:0:27187:0:0:0.000000:17216:0:0:0:1066:587320:NONE:defaultdepartment:NONE:1:0:5799.881283:543.767034:0.007859:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36764:sge:0:1401935863:1401941701:1401947539:0:0:5838:5833.816125:1.487773:97392.000000:0:0:0:0:27181:0:0:0.000000:17224:0:0:0:977:590724:NONE:defaultdepartment:NONE:1:0:5835.303898:547.044660:0.007851:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36773:sge:0:1401935863:1401941731:1401947541:0:0:5810:5799.855287:1.852718:97396.000000:0:0:0:0:27235:0:0:0.000000:17216:0:0:0:1037:589438:NONE:defaultdepartment:NONE:1:0:5801.708005:543.937271:0.007844:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36765:sge:0:1401935863:1401941701:1401947542:0:0:5841:5832.158377:1.533766:97396.000000:0:0:0:0:27172:0:0:0.000000:17224:0:0:0:1060:593310:NONE:defaultdepartment:NONE:1:0:5833.692143:546.912519:0.007860:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36769:sge:0:1401935863:1401941716:1401947544:0:0:5828:5820.488151:1.540765:97396.000000:0:0:0:0:27257:0:0:0.000000:17216:0:0:0:1068:591778:NONE:defaultdepartment:NONE:1:0:5822.028916:545.847775:0.007853:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36767:sge:0:1401935863:1401941701:1401947547:0:0:5846:5836.602701:1.820723:97392.000000:0:0:0:0:27232:0:0:0.000000:17224:0:0:0:1101:593846:NONE:defaultdepartment:NONE:1:0:5838.423424:547.361208:0.007855:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36789:sge:0:1401935864:1401941747:1401947551:0:0:5804:5794.234142:1.447779:97392.000000:0:0:0:0:27158:0:0:0.000000:17216:0:0:0:1073:586998:NONE:defaultdepartment:NONE:1:0:5795.681921:543.330083:0.007854:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36805:sge:0:1401935864:1401941776:1401947556:0:0:5780:5767.765166:2.419632:97396.000000:0:0:0:0:27215:0:0:0.000000:17208:0:0:0:974:585455:NONE:defaultdepartment:NONE:1:0:5770.184798:540.927233:0.007859:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36792:sge:0:1401935864:1401941761:1401947557:0:0:5796:5784.729587:1.723737:97396.000000:0:0:0:0:27182:0:0:0.000000:17208:0:0:0:1016:587770:NONE:defaultdepartment:NONE:1:0:5786.453324:542.502700:0.007846:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36774:sge:0:1401935863:1401941731:1401947560:0:0:5829:5816.938690:2.152672:97396.000000:0:0:0:0:27250:0:0:0.000000:17216:0:0:0:1057:590857:NONE:defaultdepartment:NONE:1:0:5819.091362:545.535061:0.007853:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-2.local:users:ssim:Structure_job:36772:sge:0:1401935863:1401941731:1401947561:0:0:5830:5814.927996:2.401634:97392.000000:0:0:0:0:27231:0:0:0.000000:17224:0:0:0:1063:588772:NONE:defaultdepartment:NONE:1:0:5817.329630:545.398252:0.007859:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36766:sge:0:1401935863:1401941701:1401947564:0:0:5863:5853.843080:1.628752:97396.000000:0:0:0:0:27234:0:0:0.000000:17232:0:0:0:1080:594345:NONE:defaultdepartment:NONE:1:0:5855.471832:548.992808:0.007857:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36763:sge:0:1401935863:1401941686:1401947566:0:0:5880:5873.753053:1.680744:97392.000000:0:0:0:0:27239:0:0:0.000000:17232:0:0:0:1003:595212:NONE:defaultdepartment:NONE:1:0:5875.433797:550.832154:0.007854:-q all.q:0.000000:NONE:213729280.000000:0:0
all.q:compute-0-1.local:users:ssim:Structure_job:36777:sge:0:1401935864:1401941731:1401947568:0:0:5837:5822.247883:2.341644:97396.000000:0:0:0:0:27186:0:0:0.000000:17224:0:0:0:1064:595633:NONE:defaultdepartment:NONE:1:0:5824.589527:546.134313:0.007857:-q all.q:0.000000:NONE:214777856.000000:0:0
